CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0031408111422004VY0F;09/07/2021;3;0,166;R
ES0031408111422004VY0F;09/07/2021;4;0,185;R
ES0031408111422004VY0F;09/07/2021;5;0,176;R
ES0031408111422004VY0F;09/07/2021;6;0,173;R
ES0031408111422004VY0F;09/07/2021;7;0,14;R
ES0031408111422004VY0F;09/07/2021;8;0,242;R
ES0031408111422004VY0F;09/07/2021;9;0,321;R
ES0031408111422004VY0F;09/07/2021;10;0,185;R
ES0031408111422004VY0F;09/07/2021;11;0,284;R
ES0031408111422004VY0F;09/07/2021;12;0,322;R
ES0031408111422004VY0F;09/07/2021;13;0,26;R
ES0031408111422004VY0F;09/07/2021;14;0,398;R
ES0031408111422004VY0F;09/07/2021;15;0,511;R
ES0031408111422004VY0F;09/07/2021;16;1,276;R
ES0031408111422004VY0F;09/07/2021;17;0,27;R
ES0031408111422004VY0F;09/07/2021;18;0,172;R
ES0031408111422004VY0F;09/07/2021;19;0,208;R
ES0031408111422004VY0F;09/07/2021;20;0,258;R
ES0031408111422004VY0F;09/07/2021;21;0,179;R
ES0031408111422004VY0F;09/07/2021;22;0,184;R
ES0031408111422004VY0F;09/07/2021;23;0,175;R
ES0031408111422004VY0F;10/07/2021;0;0,247;R
ES0031408111422004VY0F;10/07/2021;1;0,206;R
ES0031408111422004VY0F;10/07/2021;2;0,163;R
ES0031408111422004VY0F;10/07/2021;3;0,16;R
ES0031408111422004VY0F;10/07/2021;4;0,158;R
ES0031408111422004VY0F;10/07/2021;5;0,193;R
ES0031408111422004VY0F;10/07/2021;6;0,194;R
ES0031408111422004VY0F;10/07/2021;7;0,185;R
ES0031408111422004VY0F;10/07/2021;8;0,158;R
ES0031408111422004VY0F;10/07/2021;9;0,216;R
ES0031408111422004VY0F;10/07/2021;10;0,378;R
ES0031408111422004VY0F;10/07/2021;11;0,371;R
ES0031408111422004VY0F;10/07/2021;12;0,242;R
ES0031408111422004VY0F;10/07/2021;13;0,188;R
ES0031408111422004VY0F;10/07/2021;14;0,201;R
ES0031408111422004VY0F;10/07/2021;15;0,198;R
ES0031408111422004VY0F;10/07/2021;16;0,189;R
ES0031408111422004VY0F;10/07/2021;17;0,17;R
ES0031408111422004VY0F;10/07/2021;18;0,169;R
ES0031408111422004VY0F;10/07/2021;19;0,152;R
ES0031408111422004VY0F;10/07/2021;20;0,166;R
ES0031408111422004VY0F;10/07/2021;21;0,155;R
ES0031408111422004VY0F;10/07/2021;22;0,151;R
ES0031408111422004VY0F;10/07/2021;23;0,199;R
ES0031408111422004VY0F;11/07/2021;0;0,196;R
ES0031408111422004VY0F;11/07/2021;1;0,188;R
ES0031408111422004VY0F;11/07/2021;2;0,156;R
ES0031408111422004VY0F;11/07/2021;3;0,162;R
ES0031408111422004VY0F;11/07/2021;4;0,148;R
ES0031408111422004VY0F;11/07/2021;5;0,141;R
ES0031408111422004VY0F;11/07/2021;6;0,139;R
ES0031408111422004VY0F;11/07/2021;7;0,147;R
ES0031408111422004VY0F;11/07/2021;8;0,184;R
ES0031408111422004VY0F;11/07/2021;9;0,184;R
ES0031408111422004VY0F;11/07/2021;10;0,19;R
ES0031408111422004VY0F;11/07/2021;11;0,153;R
ES0031408111422004VY0F;11/07/2021;12;0,168;R
ES0031408111422004VY0F;11/07/2021;13;0,15;R
ES0031408111422004VY0F;11/07/2021;14;0,151;R
ES0031408111422004VY0F;11/07/2021;15;0,157;R
ES0031408111422004VY0F;11/07/2021;16;0,162;R
ES0031408111422004VY0F;11/07/2021;17;0,186;R
ES0031408111422004VY0F;11/07/2021;18;0,188;R
ES0031408111422004VY0F;11/07/2021;19;0,19;R
ES0031408111422004VY0F;11/07/2021;20;0,184;R
ES0031408111422004VY0F;11/07/2021;21;0,157;R
ES0031408111422004VY0F;11/07/2021;22;0,18;R
ES0031408111422004VY0F;11/07/2021;23;0,291;R
ES0031408111422004VY0F;12/07/2021;0;0,265;R
ES0031408111422004VY0F;12/07/2021;1;0,239;R
ES0031408111422004VY0F;12/07/2021;2;0,213;R
ES0031408111422004VY0F;12/07/2021;3;0,207;R
ES0031408111422004VY0F;12/07/2021;4;0,191;R
ES0031408111422004VY0F;12/07/2021;5;0,182;R
ES0031408111422004VY0F;12/07/2021;6;0,191;R
ES0031408111422004VY0F;12/07/2021;7;0,169;R
ES0031408111422004VY0F;12/07/2021;8;0,271;R
ES0031408111422004VY0F;12/07/2021;9;0,349;R
ES0031408111422004VY0F;12/07/2021;10;0,243;R
ES0031408111422004VY0F;12/07/2021;11;0,339;R
ES0031408111422004VY0F;12/07/2021;12;0,271;R
ES0031408111422004VY0F;12/07/2021;13;0,33;R
ES0031408111422004VY0F;12/07/2021;14;1,331;R
ES0031408111422004VY0F;12/07/2021;15;0,743;R
ES0031408111422004VY0F;12/07/2021;16;0,433;R
ES0031408111422004VY0F;12/07/2021;17;0,252;R
ES0031408111422004VY0F;12/07/2021;18;0,188;R
ES0031408111422004VY0F;12/07/2021;19;0,175;R
ES0031408111422004VY0F;12/07/2021;20;0,248;R
ES0031408111422004VY0F;12/07/2021;21;0,273;R
ES0031408111422004VY0F;12/07/2021;22;0,262;R
ES0031408111422004VY0F;12/07/2021;23;0,264;R
ES0031408111422004VY0F;13/07/2021;0;0,185;R
ES0031408111422004VY0F;13/07/2021;1;0,159;R
ES0031408111422004VY0F;13/07/2021;2;0,179;R
ES0031408111422004VY0F;13/07/2021;3;0,173;R
ES0031408111422004VY0F;13/07/2021;4;0,169;R
ES0031408111422004VY0F;13/07/2021;5;0,148;R
ES0031408111422004VY0F;13/07/2021;6;0,134;R
ES0031408111422004VY0F;13/07/2021;7;0,143;R
ES0031408111422004VY0F;13/07/2021;8;0,134;R
ES0031408111422004VY0F;13/07/2021;9;0,171;R
ES0031408111422004VY0F;13/07/2021;10;0,295;R
ES0031408111422004VY0F;13/07/2021;11;0,341;R
ES0031408111422004VY0F;13/07/2021;12;0,314;R
ES0031408111422004VY0F;13/07/2021;13;0,326;R
ES0031408111422004VY0F;13/07/2021;14;0,228;R
ES0031408111422004VY0F;13/07/2021;15;0,294;R
ES0031408111422004VY0F;13/07/2021;16;0,288;R
ES0031408111422004VY0F;13/07/2021;17;0,209;R
ES0031408111422004VY0F;13/07/2021;18;0,147;R
ES0031408111422004VY0F;13/07/2021;19;0,161;R
ES0031408111422004VY0F;13/07/2021;20;0,329;R
ES0031408111422004VY0F;13/07/2021;21;0,528;R
ES0031408111422004VY0F;13/07/2021;22;0,264;R
ES0031408111422004VY0F;13/07/2021;23;0,232;R
ES0031408111422004VY0F;14/07/2021;0;0,189;R
ES0031408111422004VY0F;14/07/2021;1;0,17;R
ES0031408111422004VY0F;14/07/2021;2;0,15;R
ES0031408111422004VY0F;14/07/2021;3;0,131;R
ES0031408111422004VY0F;14/07/2021;4;0,181;R
ES0031408111422004VY0F;14/07/2021;5;0,191;R
ES0031408111422004VY0F;14/07/2021;6;0,15;R
ES0031408111422004VY0F;14/07/2021;7;0,129;R
ES0031408111422004VY0F;14/07/2021;8;0,198;R
ES0031408111422004VY0F;14/07/2021;9;0,374;R
ES0031408111422004VY0F;14/07/2021;10;0,196;R
ES0031408111422004VY0F;14/07/2021;11;0,239;R
ES0031408111422004VY0F;14/07/2021;12;0,267;R
ES0031408111422004VY0F;14/07/2021;13;0,31;R
ES0031408111422004VY0F;14/07/2021;14;0,53;R
ES0031408111422004VY0F;14/07/2021;15;0,698;R
ES0031408111422004VY0F;14/07/2021;16;0,947;R
ES0031408111422004VY0F;14/07/2021;17;0,295;R
ES0031408111422004VY0F;14/07/2021;18;0,237;R
ES0031408111422004VY0F;14/07/2021;19;0,222;R
ES0031408111422004VY0F;14/07/2021;20;0,235;R
ES0031408111422004VY0F;14/07/2021;21;0,351;R
ES0031408111422004VY0F;14/07/2021;22;0,286;R
ES0031408111422004VY0F;14/07/2021;23;0,195;R
ES0031408111422004VY0F;15/07/2021;0;0,188;R
ES0031408111422004VY0F;15/07/2021;1;0,171;R
ES0031408111422004VY0F;15/07/2021;2;0,169;R
ES0031408111422004VY0F;15/07/2021;3;0,168;R
ES0031408111422004VY0F;15/07/2021;4;0,154;R
ES0031408111422004VY0F;15/07/2021;5;0,152;R
ES0031408111422004VY0F;15/07/2021;6;0,147;R
ES0031408111422004VY0F;15/07/2021;7;0,175;R
ES0031408111422004VY0F;15/07/2021;8;0,277;R
ES0031408111422004VY0F;15/07/2021;9;0,269;R
ES0031408111422004VY0F;15/07/2021;10;0,269;R
ES0031408111422004VY0F;15/07/2021;11;0,213;R
ES0031408111422004VY0F;15/07/2021;12;0,25;R
ES0031408111422004VY0F;15/07/2021;13;0,281;R
ES0031408111422004VY0F;15/07/2021;14;0,31;R
ES0031408111422004VY0F;15/07/2021;15;0,405;R
ES0031408111422004VY0F;15/07/2021;16;0,331;R
ES0031408111422004VY0F;15/07/2021;17;0,297;R
ES0031408111422004VY0F;15/07/2021;18;0,213;R
ES0031408111422004VY0F;15/07/2021;19;0,178;R
ES0031408111422004VY0F;15/07/2021;20;0,326;R
ES0031408111422004VY0F;15/07/2021;21;0,421;R
ES0031408111422004VY0F;15/07/2021;22;0,415;R
ES0031408111422004VY0F;15/07/2021;23;0,253;R
ES0031408111422004VY0F;16/07/2021;0;0,237;R
ES0031408111422004VY0F;16/07/2021;1;0,187;R
ES0031408111422004VY0F;16/07/2021;2;0,195;R
ES0031408111422004VY0F;16/07/2021;3;0,193;R
ES0031408111422004VY0F;16/07/2021;4;0,157;R
ES0031408111422004VY0F;16/07/2021;5;0,137;R
ES0031408111422004VY0F;16/07/2021;6;0,13;R
ES0031408111422004VY0F;16/07/2021;7;0,129;R
ES0031408111422004VY0F;16/07/2021;8;0,145;R
ES0031408111422004VY0F;16/07/2021;9;0,299;R
ES0031408111422004VY0F;16/07/2021;10;0,245;R
ES0031408111422004VY0F;16/07/2021;11;0,295;R
ES0031408111422004VY0F;16/07/2021;12;0,296;R
ES0031408111422004VY0F;16/07/2021;13;0,234;R
ES0031408111422004VY0F;16/07/2021;14;0,642;R
ES0031408111422004VY0F;16/07/2021;15;0,811;R
ES0031408111422004VY0F;16/07/2021;16;0,438;R
ES0031408111422004VY0F;16/07/2021;17;0,418;R
ES0031408111422004VY0F;16/07/2021;18;0,277;R
ES0031408111422004VY0F;16/07/2021;19;0,239;R
ES0031408111422004VY0F;16/07/2021;20;0,229;R
ES0031408111422004VY0F;16/07/2021;21;0,319;R
ES0031408111422004VY0F;16/07/2021;22;0,432;R
ES0031408111422004VY0F;16/07/2021;23;0,223;R
ES0031408111422004VY0F;17/07/2021;0;0,188;R
ES0031408111422004VY0F;17/07/2021;1;0,169;R
ES0031408111422004VY0F;17/07/2021;2;0,156;R
ES0031408111422004VY0F;17/07/2021;3;0,179;R
ES0031408111422004VY0F;17/07/2021;4;0,176;R
ES0031408111422004VY0F;17/07/2021;5;0,17;R
ES0031408111422004VY0F;17/07/2021;6;0,166;R
ES0031408111422004VY0F;17/07/2021;7;0,151;R
ES0031408111422004VY0F;17/07/2021;8;0,133;R
ES0031408111422004VY0F;17/07/2021;9;0,23;R
ES0031408111422004VY0F;17/07/2021;10;0,147;R
ES0031408111422004VY0F;17/07/2021;11;0,153;R
ES0031408111422004VY0F;17/07/2021;12;0,36;R
ES0031408111422004VY0F;17/07/2021;13;0,173;R
ES0031408111422004VY0F;17/07/2021;14;0,305;R
ES0031408111422004VY0F;17/07/2021;15;0,201;R
ES0031408111422004VY0F;17/07/2021;16;0,186;R
ES0031408111422004VY0F;17/07/2021;17;0,198;R
ES0031408111422004VY0F;17/07/2021;18;0,189;R
ES0031408111422004VY0F;17/07/2021;19;0,171;R
ES0031408111422004VY0F;17/07/2021;20;0,196;R
ES0031408111422004VY0F;17/07/2021;21;0,401;R
ES0031408111422004VY0F;17/07/2021;22;0,55;R
ES0031408111422004VY0F;17/07/2021;23;0,315;R
ES0031408111422004VY0F;18/07/2021;0;0,559;R
ES0031408111422004VY0F;18/07/2021;1;0,197;R
ES0031408111422004VY0F;18/07/2021;2;0,175;R
ES0031408111422004VY0F;18/07/2021;3;0,168;R
ES0031408111422004VY0F;18/07/2021;4;0,151;R
ES0031408111422004VY0F;18/07/2021;5;0,181;R
ES0031408111422004VY0F;18/07/2021;6;0,173;R
ES0031408111422004VY0F;18/07/2021;7;0,168;R
ES0031408111422004VY0F;18/07/2021;8;0,15;R
ES0031408111422004VY0F;18/07/2021;9;0,317;R
ES0031408111422004VY0F;18/07/2021;10;0,177;R
ES0031408111422004VY0F;18/07/2021;11;0,129;R
ES0031408111422004VY0F;18/07/2021;12;0,155;R
ES0031408111422004VY0F;18/07/2021;13;0,153;R
ES0031408111422004VY0F;18/07/2021;14;0,177;R
ES0031408111422004VY0F;18/07/2021;15;0,173;R
ES0031408111422004VY0F;18/07/2021;16;0,169;R
ES0031408111422004VY0F;18/07/2021;17;0,167;R
ES0031408111422004VY0F;18/07/2021;18;0,149;R
ES0031408111422004VY0F;18/07/2021;19;0,148;R
ES0031408111422004VY0F;18/07/2021;20;0,147;R
ES0031408111422004VY0F;18/07/2021;21;0,153;R
ES0031408111422004VY0F;18/07/2021;22;0,204;R
ES0031408111422004VY0F;18/07/2021;23;0,317;R
ES0031408111422004VY0F;19/07/2021;0;0,273;R
ES0031408111422004VY0F;19/07/2021;1;0,188;R
ES0031408111422004VY0F;19/07/2021;2;0,171;R
ES0031408111422004VY0F;19/07/2021;3;0,13;R
ES0031408111422004VY0F;19/07/2021;4;0,134;R
ES0031408111422004VY0F;19/07/2021;5;0,141;R
ES0031408111422004VY0F;19/07/2021;6;0,164;R
ES0031408111422004VY0F;19/07/2021;7;0,166;R
ES0031408111422004VY0F;19/07/2021;8;0,324;R
ES0031408111422004VY0F;19/07/2021;9;0,273;R
ES0031408111422004VY0F;19/07/2021;10;0,217;R
ES0031408111422004VY0F;19/07/2021;11;0,313;R
ES0031408111422004VY0F;19/07/2021;12;0,332;R
ES0031408111422004VY0F;19/07/2021;13;0,29;R
ES0031408111422004VY0F;19/07/2021;14;0,405;R
ES0031408111422004VY0F;19/07/2021;15;0,902;R
ES0031408111422004VY0F;19/07/2021;16;1,078;R
ES0031408111422004VY0F;19/07/2021;17;0,331;R
ES0031408111422004VY0F;19/07/2021;18;0,335;R
ES0031408111422004VY0F;19/07/2021;19;0,281;R
ES0031408111422004VY0F;19/07/2021;20;0,235;R
ES0031408111422004VY0F;19/07/2021;21;0,567;R
ES0031408111422004VY0F;19/07/2021;22;0,324;R
ES0031408111422004VY0F;19/07/2021;23;0,229;R
ES0031408111422004VY0F;20/07/2021;0;0,248;R
ES0031408111422004VY0F;20/07/2021;1;0,196;R
ES0031408111422004VY0F;20/07/2021;2;0,183;R
ES0031408111422004VY0F;20/07/2021;3;0,175;R
ES0031408111422004VY0F;20/07/2021;4;0,172;R
ES0031408111422004VY0F;20/07/2021;5;0,173;R
ES0031408111422004VY0F;20/07/2021;6;0,151;R
ES0031408111422004VY0F;20/07/2021;7;0,166;R
ES0031408111422004VY0F;20/07/2021;8;0,286;R
ES0031408111422004VY0F;20/07/2021;9;0,276;R
ES0031408111422004VY0F;20/07/2021;10;0,235;R
ES0031408111422004VY0F;20/07/2021;11;0,307;R
ES0031408111422004VY0F;20/07/2021;12;0,269;R
ES0031408111422004VY0F;20/07/2021;13;0,305;R
ES0031408111422004VY0F;20/07/2021;14;0,417;R
ES0031408111422004VY0F;20/07/2021;15;0,383;R
ES0031408111422004VY0F;20/07/2021;16;0,721;R
ES0031408111422004VY0F;20/07/2021;17;0,797;R
ES0031408111422004VY0F;20/07/2021;18;0,199;R
ES0031408111422004VY0F;20/07/2021;19;0,214;R
ES0031408111422004VY0F;20/07/2021;20;0,316;R
ES0031408111422004VY0F;20/07/2021;21;0,561;R
ES0031408111422004VY0F;20/07/2021;22;0,47;R
ES0031408111422004VY0F;20/07/2021;23;0,417;R
ES0031408111422004VY0F;21/07/2021;0;0,65;R
ES0031408111422004VY0F;21/07/2021;1;0,206;R
ES0031408111422004VY0F;21/07/2021;2;0,187;R
ES0031408111422004VY0F;21/07/2021;3;0,177;R
ES0031408111422004VY0F;21/07/2021;4;0,191;R
ES0031408111422004VY0F;21/07/2021;5;0,172;R
ES0031408111422004VY0F;21/07/2021;6;0,171;R
ES0031408111422004VY0F;21/07/2021;7;0,168;R
ES0031408111422004VY0F;21/07/2021;8;0,208;R
ES0031408111422004VY0F;21/07/2021;9;0,376;R
ES0031408111422004VY0F;21/07/2021;10;0,31;R
ES0031408111422004VY0F;21/07/2021;11;0,303;R
ES0031408111422004VY0F;21/07/2021;12;0,311;R
ES0031408111422004VY0F;21/07/2021;13;0,336;R
ES0031408111422004VY0F;21/07/2021;14;0,426;R
ES0031408111422004VY0F;21/07/2021;15;0,847;R
ES0031408111422004VY0F;21/07/2021;16;0,968;R
ES0031408111422004VY0F;21/07/2021;17;0,445;R
ES0031408111422004VY0F;21/07/2021;18;0,373;R
ES0031408111422004VY0F;21/07/2021;19;0,224;R
ES0031408111422004VY0F;21/07/2021;20;0,273;R
ES0031408111422004VY0F;21/07/2021;21;0,441;R
ES0031408111422004VY0F;21/07/2021;22;0,418;R
ES0031408111422004VY0F;21/07/2021;23;0,263;R
ES0031408111422004VY0F;22/07/2021;0;0,231;R
ES0031408111422004VY0F;22/07/2021;1;0,205;R
ES0031408111422004VY0F;22/07/2021;2;0,185;R
ES0031408111422004VY0F;22/07/2021;3;0,176;R
ES0031408111422004VY0F;22/07/2021;4;0,174;R
ES0031408111422004VY0F;22/07/2021;5;0,171;R
ES0031408111422004VY0F;22/07/2021;6;0,17;R
ES0031408111422004VY0F;22/07/2021;7;0,168;R
ES0031408111422004VY0F;22/07/2021;8;0,263;R
ES0031408111422004VY0F;22/07/2021;9;0,354;R
ES0031408111422004VY0F;22/07/2021;10;0,251;R
ES0031408111422004VY0F;22/07/2021;11;0,334;R
ES0031408111422004VY0F;22/07/2021;12;0,332;R
ES0031408111422004VY0F;22/07/2021;13;0,324;R
ES0031408111422004VY0F;22/07/2021;14;0,437;R
ES0031408111422004VY0F;22/07/2021;15;0,46;R
ES0031408111422004VY0F;22/07/2021;16;0,348;R
ES0031408111422004VY0F;22/07/2021;17;0,264;R
ES0031408111422004VY0F;22/07/2021;18;0,209;R
ES0031408111422004VY0F;22/07/2021;19;0,239;R
ES0031408111422004VY0F;22/07/2021;20;0,288;R
ES0031408111422004VY0F;22/07/2021;21;0,519;R
ES0031408111422004VY0F;22/07/2021;22;0,375;R
ES0031408111422004VY0F;22/07/2021;23;0,346;R
ES0031408111422004VY0F;23/07/2021;0;0,378;R
ES0031408111422004VY0F;23/07/2021;1;0,328;R
ES0031408111422004VY0F;23/07/2021;2;0,205;R
ES0031408111422004VY0F;23/07/2021;3;0,18;R
ES0031408111422004VY0F;23/07/2021;4;0,174;R
ES0031408111422004VY0F;23/07/2021;5;0,172;R
ES0031408111422004VY0F;23/07/2021;6;0,171;R
ES0031408111422004VY0F;23/07/2021;7;0,17;R
ES0031408111422004VY0F;23/07/2021;8;0,305;R
ES0031408111422004VY0F;23/07/2021;9;0,57;R
ES0031408111422004VY0F;23/07/2021;10;0,713;R
ES0031408111422004VY0F;23/07/2021;11;0,353;R
ES0031408111422004VY0F;23/07/2021;12;0,367;R
ES0031408111422004VY0F;23/07/2021;13;0,313;R
ES0031408111422004VY0F;23/07/2021;14;0,473;R
ES0031408111422004VY0F;23/07/2021;15;0,608;R
ES0031408111422004VY0F;23/07/2021;16;0,723;R
ES0031408111422004VY0F;23/07/2021;17;0,49;R
ES0031408111422004VY0F;23/07/2021;18;0,426;R
ES0031408111422004VY0F;23/07/2021;19;0,259;R
ES0031408111422004VY0F;23/07/2021;20;0,183;R
ES0031408111422004VY0F;23/07/2021;21;0,182;R
ES0031408111422004VY0F;23/07/2021;22;0,179;R
ES0031408111422004VY0F;23/07/2021;23;0,183;R
ES0031408111422004VY0F;24/07/2021;0;0,176;R
ES0031408111422004VY0F;24/07/2021;1;0,191;R
ES0031408111422004VY0F;24/07/2021;2;0,187;R
ES0031408111422004VY0F;24/07/2021;3;0,181;R
ES0031408111422004VY0F;24/07/2021;4;0,178;R
ES0031408111422004VY0F;24/07/2021;5;0,178;R
ES0031408111422004VY0F;24/07/2021;6;0,175;R
ES0031408111422004VY0F;24/07/2021;7;0,175;R
ES0031408111422004VY0F;24/07/2021;8;0,173;R
ES0031408111422004VY0F;24/07/2021;9;0,185;R
ES0031408111422004VY0F;24/07/2021;10;0,19;R
ES0031408111422004VY0F;24/07/2021;11;0,178;R
ES0031408111422004VY0F;24/07/2021;12;0,182;R
ES0031408111422004VY0F;24/07/2021;13;0,174;R
ES0031408111422004VY0F;24/07/2021;14;0,179;R
ES0031408111422004VY0F;24/07/2021;15;0,174;R
ES0031408111422004VY0F;24/07/2021;16;0,175;R
ES0031408111422004VY0F;24/07/2021;17;0,183;R
ES0031408111422004VY0F;24/07/2021;18;0,186;R
ES0031408111422004VY0F;24/07/2021;19;0,18;R
ES0031408111422004VY0F;24/07/2021;20;0,176;R
ES0031408111422004VY0F;24/07/2021;21;0,176;R
ES0031408111422004VY0F;24/07/2021;22;0,174;R
ES0031408111422004VY0F;24/07/2021;23;0,174;R
ES0031408111422004VY0F;25/07/2021;0;0,173;R
ES0031408111422004VY0F;25/07/2021;1;0,176;R
ES0031408111422004VY0F;25/07/2021;2;0,188;R
ES0031408111422004VY0F;25/07/2021;3;0,18;R
ES0031408111422004VY0F;25/07/2021;4;0,177;R
ES0031408111422004VY0F;25/07/2021;5;0,175;R
ES0031408111422004VY0F;25/07/2021;6;0,174;R
ES0031408111422004VY0F;25/07/2021;7;0,173;R
ES0031408111422004VY0F;25/07/2021;8;0,154;R
ES0031408111422004VY0F;25/07/2021;9;0,187;R
ES0031408111422004VY0F;25/07/2021;10;0,186;R
ES0031408111422004VY0F;25/07/2021;11;0,179;R
ES0031408111422004VY0F;25/07/2021;12;0,184;R
ES0031408111422004VY0F;25/07/2021;13;0,174;R
ES0031408111422004VY0F;25/07/2021;14;0,176;R
ES0031408111422004VY0F;25/07/2021;15;0,173;R
ES0031408111422004VY0F;25/07/2021;16;0,174;R
ES0031408111422004VY0F;25/07/2021;17;0,188;R
ES0031408111422004VY0F;25/07/2021;18;0,179;R
ES0031408111422004VY0F;25/07/2021;19;0,18;R
ES0031408111422004VY0F;25/07/2021;20;0,176;R
ES0031408111422004VY0F;25/07/2021;21;0,176;R
ES0031408111422004VY0F;25/07/2021;22;0,204;R
ES0031408111422004VY0F;25/07/2021;23;0,512;R
ES0031408111422004VY0F;26/07/2021;0;0,222;R
ES0031408111422004VY0F;26/07/2021;1;0,201;R
ES0031408111422004VY0F;26/07/2021;2;0,19;R
ES0031408111422004VY0F;26/07/2021;3;0,181;R
ES0031408111422004VY0F;26/07/2021;4;0,176;R
ES0031408111422004VY0F;26/07/2021;5;0,171;R
ES0031408111422004VY0F;26/07/2021;6;0,136;R
ES0031408111422004VY0F;26/07/2021;7;0,152;R
ES0031408111422004VY0F;26/07/2021;8;0,24;R
ES0031408111422004VY0F;26/07/2021;9;0,302;R
ES0031408111422004VY0F;26/07/2021;10;0,291;R
ES0031408111422004VY0F;26/07/2021;11;0,425;R
ES0031408111422004VY0F;26/07/2021;12;0,357;R
ES0031408111422004VY0F;26/07/2021;13;0,329;R
ES0031408111422004VY0F;26/07/2021;14;0,508;R
ES0031408111422004VY0F;26/07/2021;15;1,072;R
ES0031408111422004VY0F;26/07/2021;16;0,726;R
ES0031408111422004VY0F;26/07/2021;17;0,328;R
ES0031408111422004VY0F;26/07/2021;18;0,273;R
ES0031408111422004VY0F;26/07/2021;19;0,279;R
ES0031408111422004VY0F;26/07/2021;20;0,25;R
ES0031408111422004VY0F;26/07/2021;21;0,448;R
ES0031408111422004VY0F;26/07/2021;22;0,342;R
ES0031408111422004VY0F;26/07/2021;23;0,206;R
ES0031408111422004VY0F;27/07/2021;0;0,186;R
ES0031408111422004VY0F;27/07/2021;1;0,203;R
ES0031408111422004VY0F;27/07/2021;2;0,176;R
ES0031408111422004VY0F;27/07/2021;3;0,181;R
ES0031408111422004VY0F;27/07/2021;4;0,202;R
ES0031408111422004VY0F;27/07/2021;5;0,17;R
ES0031408111422004VY0F;27/07/2021;6;0,167;R
ES0031408111422004VY0F;27/07/2021;7;0,165;R
ES0031408111422004VY0F;27/07/2021;8;0,262;R
ES0031408111422004VY0F;27/07/2021;9;0,271;R
ES0031408111422004VY0F;27/07/2021;10;0,305;R
ES0031408111422004VY0F;27/07/2021;11;0,333;R
ES0031408111422004VY0F;27/07/2021;12;0,342;R
ES0031408111422004VY0F;27/07/2021;13;0,352;R
ES0031408111422004VY0F;27/07/2021;14;0,358;R
ES0031408111422004VY0F;27/07/2021;15;0,347;R
ES0031408111422004VY0F;27/07/2021;16;0,332;R
ES0031408111422004VY0F;27/07/2021;17;0,275;R
ES0031408111422004VY0F;27/07/2021;18;0,27;R
ES0031408111422004VY0F;27/07/2021;19;0,324;R
ES0031408111422004VY0F;27/07/2021;20;0,386;R
ES0031408111422004VY0F;27/07/2021;21;0,466;R
ES0031408111422004VY0F;27/07/2021;22;0,545;R
ES0031408111422004VY0F;27/07/2021;23;0,59;R
ES0031408111422004VY0F;28/07/2021;0;0,189;R
ES0031408111422004VY0F;28/07/2021;1;0,236;R
ES0031408111422004VY0F;28/07/2021;2;0,24;R
ES0031408111422004VY0F;28/07/2021;3;0,184;R
ES0031408111422004VY0F;28/07/2021;4;0,173;R
ES0031408111422004VY0F;28/07/2021;5;0,171;R
ES0031408111422004VY0F;28/07/2021;6;0,167;R
ES0031408111422004VY0F;28/07/2021;7;0,144;R
ES0031408111422004VY0F;28/07/2021;8;0,31;R
ES0031408111422004VY0F;28/07/2021;9;0,283;R
ES0031408111422004VY0F;28/07/2021;10;0,284;R
ES0031408111422004VY0F;28/07/2021;11;0,338;R
ES0031408111422004VY0F;28/07/2021;12;0,329;R
ES0031408111422004VY0F;28/07/2021;13;0,35;R
ES0031408111422004VY0F;28/07/2021;14;0,52;R
ES0031408111422004VY0F;28/07/2021;15;1,383;R
ES0031408111422004VY0F;28/07/2021;16;0,447;R
ES0031408111422004VY0F;28/07/2021;17;0,471;R
ES0031408111422004VY0F;28/07/2021;18;0,359;R
ES0031408111422004VY0F;28/07/2021;19;0,317;R
ES0031408111422004VY0F;28/07/2021;20;0,356;R
ES0031408111422004VY0F;28/07/2021;21;0,45;R
ES0031408111422004VY0F;28/07/2021;22;0,245;R
ES0031408111422004VY0F;28/07/2021;23;0,19;R
ES0031408111422004VY0F;29/07/2021;0;0,19;R
ES0031408111422004VY0F;29/07/2021;1;0,184;R
ES0031408111422004VY0F;29/07/2021;2;0,171;R
ES0031408111422004VY0F;29/07/2021;3;0,178;R
ES0031408111422004VY0F;29/07/2021;4;0,18;R
ES0031408111422004VY0F;29/07/2021;5;0,176;R
ES0031408111422004VY0F;29/07/2021;6;0,168;R
ES0031408111422004VY0F;29/07/2021;7;0,166;R
ES0031408111422004VY0F;29/07/2021;8;0,306;R
ES0031408111422004VY0F;29/07/2021;9;0,306;R
ES0031408111422004VY0F;29/07/2021;10;0,301;R
ES0031408111422004VY0F;29/07/2021;11;0,317;R
ES0031408111422004VY0F;29/07/2021;12;0,43;R
ES0031408111422004VY0F;29/07/2021;13;0,341;R
ES0031408111422004VY0F;29/07/2021;14;0,365;R
ES0031408111422004VY0F;29/07/2021;15;0,319;R
ES0031408111422004VY0F;29/07/2021;16;0,352;R
ES0031408111422004VY0F;29/07/2021;17;0,236;R
ES0031408111422004VY0F;29/07/2021;18;0,192;R
ES0031408111422004VY0F;29/07/2021;19;0,169;R
ES0031408111422004VY0F;29/07/2021;20;0,249;R
