CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0031408111422004VY0F;26/02/2021;23;0,207;R
ES0031408111422004VY0F;27/02/2021;0;0,173;R
ES0031408111422004VY0F;27/02/2021;1;0,16;R
ES0031408111422004VY0F;27/02/2021;2;0,193;R
ES0031408111422004VY0F;27/02/2021;3;0,187;R
ES0031408111422004VY0F;27/02/2021;4;0,178;R
ES0031408111422004VY0F;27/02/2021;5;0,158;R
ES0031408111422004VY0F;27/02/2021;6;0,144;R
ES0031408111422004VY0F;27/02/2021;7;0,15;R
ES0031408111422004VY0F;27/02/2021;8;0,271;R
ES0031408111422004VY0F;27/02/2021;9;0,281;R
ES0031408111422004VY0F;27/02/2021;10;0,294;R
ES0031408111422004VY0F;27/02/2021;11;0,411;R
ES0031408111422004VY0F;27/02/2021;12;0,18;R
ES0031408111422004VY0F;27/02/2021;13;0,181;R
ES0031408111422004VY0F;27/02/2021;14;0,178;R
ES0031408111422004VY0F;27/02/2021;15;0,168;R
ES0031408111422004VY0F;27/02/2021;16;0,15;R
ES0031408111422004VY0F;27/02/2021;17;0,163;R
ES0031408111422004VY0F;27/02/2021;18;0,49;R
ES0031408111422004VY0F;27/02/2021;19;0,398;R
ES0031408111422004VY0F;27/02/2021;20;0,448;R
ES0031408111422004VY0F;27/02/2021;21;0,587;R
ES0031408111422004VY0F;27/02/2021;22;0,408;R
ES0031408111422004VY0F;27/02/2021;23;0,217;R
ES0031408111422004VY0F;28/02/2021;0;0,207;R
ES0031408111422004VY0F;28/02/2021;1;0,182;R
ES0031408111422004VY0F;28/02/2021;2;0,153;R
ES0031408111422004VY0F;28/02/2021;3;0,141;R
ES0031408111422004VY0F;28/02/2021;4;0,135;R
ES0031408111422004VY0F;28/02/2021;5;0,191;R
ES0031408111422004VY0F;28/02/2021;6;0,185;R
ES0031408111422004VY0F;28/02/2021;7;0,237;R
ES0031408111422004VY0F;28/02/2021;8;0,152;R
ES0031408111422004VY0F;28/02/2021;9;0,21;R
ES0031408111422004VY0F;28/02/2021;10;0,738;R
ES0031408111422004VY0F;28/02/2021;11;0,35;R
ES0031408111422004VY0F;28/02/2021;12;0,559;R
ES0031408111422004VY0F;28/02/2021;13;0,149;R
ES0031408111422004VY0F;28/02/2021;14;0,273;R
ES0031408111422004VY0F;28/02/2021;15;0,229;R
ES0031408111422004VY0F;28/02/2021;16;0,185;R
ES0031408111422004VY0F;28/02/2021;17;0,236;R
ES0031408111422004VY0F;28/02/2021;18;0,276;R
ES0031408111422004VY0F;28/02/2021;19;0,258;R
ES0031408111422004VY0F;28/02/2021;20;0,857;R
ES0031408111422004VY0F;28/02/2021;21;1,165;R
ES0031408111422004VY0F;28/02/2021;22;0,336;R
ES0031408111422004VY0F;28/02/2021;23;0,212;R
ES0031408111422004VY0F;01/03/2021;0;0,194;R
ES0031408111422004VY0F;01/03/2021;1;0,191;R
ES0031408111422004VY0F;01/03/2021;2;0,152;R
ES0031408111422004VY0F;01/03/2021;3;0,125;R
ES0031408111422004VY0F;01/03/2021;4;0,143;R
ES0031408111422004VY0F;01/03/2021;5;0,147;R
ES0031408111422004VY0F;01/03/2021;6;0,125;R
ES0031408111422004VY0F;01/03/2021;7;0,163;R
ES0031408111422004VY0F;01/03/2021;8;0,215;R
ES0031408111422004VY0F;01/03/2021;9;0,482;R
ES0031408111422004VY0F;01/03/2021;10;0,259;R
ES0031408111422004VY0F;01/03/2021;11;0,272;R
ES0031408111422004VY0F;01/03/2021;12;0,277;R
ES0031408111422004VY0F;01/03/2021;13;0,272;R
ES0031408111422004VY0F;01/03/2021;14;0,321;R
ES0031408111422004VY0F;01/03/2021;15;0,711;R
ES0031408111422004VY0F;01/03/2021;16;0,771;R
ES0031408111422004VY0F;01/03/2021;17;0,426;R
ES0031408111422004VY0F;01/03/2021;18;0,312;R
ES0031408111422004VY0F;01/03/2021;19;0,272;R
ES0031408111422004VY0F;01/03/2021;20;0,291;R
ES0031408111422004VY0F;01/03/2021;21;0,434;R
ES0031408111422004VY0F;01/03/2021;22;0,285;R
ES0031408111422004VY0F;01/03/2021;23;0,2;R
ES0031408111422004VY0F;02/03/2021;0;0,192;R
ES0031408111422004VY0F;02/03/2021;1;0,198;R
ES0031408111422004VY0F;02/03/2021;2;0,187;R
ES0031408111422004VY0F;02/03/2021;3;0,178;R
ES0031408111422004VY0F;02/03/2021;4;0,163;R
ES0031408111422004VY0F;02/03/2021;5;0,13;R
ES0031408111422004VY0F;02/03/2021;6;0,117;R
ES0031408111422004VY0F;02/03/2021;7;0,137;R
ES0031408111422004VY0F;02/03/2021;8;0,171;R
ES0031408111422004VY0F;02/03/2021;9;0,433;R
ES0031408111422004VY0F;02/03/2021;10;0,251;R
ES0031408111422004VY0F;02/03/2021;11;0,3;R
ES0031408111422004VY0F;02/03/2021;12;0,377;R
ES0031408111422004VY0F;02/03/2021;13;0,306;R
ES0031408111422004VY0F;02/03/2021;14;0,418;R
ES0031408111422004VY0F;02/03/2021;15;0,31;R
ES0031408111422004VY0F;02/03/2021;16;0,29;R
ES0031408111422004VY0F;02/03/2021;17;0,231;R
ES0031408111422004VY0F;02/03/2021;18;0,175;R
ES0031408111422004VY0F;02/03/2021;19;0,333;R
ES0031408111422004VY0F;02/03/2021;20;0,433;R
ES0031408111422004VY0F;02/03/2021;21;0,518;R
ES0031408111422004VY0F;02/03/2021;22;0,377;R
ES0031408111422004VY0F;02/03/2021;23;0,232;R
ES0031408111422004VY0F;03/03/2021;0;0,187;R
ES0031408111422004VY0F;03/03/2021;1;0,173;R
ES0031408111422004VY0F;03/03/2021;2;0,164;R
ES0031408111422004VY0F;03/03/2021;3;0,191;R
ES0031408111422004VY0F;03/03/2021;4;0,143;R
ES0031408111422004VY0F;03/03/2021;5;0,195;R
ES0031408111422004VY0F;03/03/2021;6;0,187;R
ES0031408111422004VY0F;03/03/2021;7;0,181;R
ES0031408111422004VY0F;03/03/2021;8;0,203;R
ES0031408111422004VY0F;03/03/2021;9;0,418;R
ES0031408111422004VY0F;03/03/2021;10;0,763;R
ES0031408111422004VY0F;03/03/2021;11;0,659;R
ES0031408111422004VY0F;03/03/2021;12;0,151;R
ES0031408111422004VY0F;03/03/2021;13;0,13;R
ES0031408111422004VY0F;03/03/2021;14;0,182;R
ES0031408111422004VY0F;03/03/2021;15;0,186;R
ES0031408111422004VY0F;03/03/2021;16;0,177;R
ES0031408111422004VY0F;03/03/2021;17;0,153;R
ES0031408111422004VY0F;03/03/2021;18;0,144;R
ES0031408111422004VY0F;03/03/2021;19;0,261;R
ES0031408111422004VY0F;03/03/2021;20;0,309;R
ES0031408111422004VY0F;03/03/2021;21;0,283;R
ES0031408111422004VY0F;03/03/2021;22;0,213;R
ES0031408111422004VY0F;03/03/2021;23;0,178;R
ES0031408111422004VY0F;04/03/2021;0;0,206;R
ES0031408111422004VY0F;04/03/2021;1;0,188;R
ES0031408111422004VY0F;04/03/2021;2;0,18;R
ES0031408111422004VY0F;04/03/2021;3;0,144;R
ES0031408111422004VY0F;04/03/2021;4;0,16;R
ES0031408111422004VY0F;04/03/2021;5;0,139;R
ES0031408111422004VY0F;04/03/2021;6;0,147;R
ES0031408111422004VY0F;04/03/2021;7;0,148;R
ES0031408111422004VY0F;04/03/2021;8;0,348;R
ES0031408111422004VY0F;04/03/2021;9;0,47;R
ES0031408111422004VY0F;04/03/2021;10;0,224;R
ES0031408111422004VY0F;04/03/2021;11;0,345;R
ES0031408111422004VY0F;04/03/2021;12;0,29;R
ES0031408111422004VY0F;04/03/2021;13;0,301;R
ES0031408111422004VY0F;04/03/2021;14;0,395;R
ES0031408111422004VY0F;04/03/2021;15;0,362;R
ES0031408111422004VY0F;04/03/2021;16;0,338;R
ES0031408111422004VY0F;04/03/2021;17;0,251;R
ES0031408111422004VY0F;04/03/2021;18;0,22;R
ES0031408111422004VY0F;04/03/2021;19;0,314;R
ES0031408111422004VY0F;04/03/2021;20;0,526;R
ES0031408111422004VY0F;04/03/2021;21;0,786;R
ES0031408111422004VY0F;04/03/2021;22;0,372;R
ES0031408111422004VY0F;04/03/2021;23;0,201;R
ES0031408111422004VY0F;05/03/2021;0;0,183;R
ES0031408111422004VY0F;05/03/2021;1;0,19;R
ES0031408111422004VY0F;05/03/2021;2;0,156;R
ES0031408111422004VY0F;05/03/2021;3;0,14;R
ES0031408111422004VY0F;05/03/2021;4;0,192;R
ES0031408111422004VY0F;05/03/2021;5;0,183;R
ES0031408111422004VY0F;05/03/2021;6;0,174;R
ES0031408111422004VY0F;05/03/2021;7;0,134;R
ES0031408111422004VY0F;05/03/2021;8;0,271;R
ES0031408111422004VY0F;05/03/2021;9;0,398;R
ES0031408111422004VY0F;05/03/2021;10;0,262;R
ES0031408111422004VY0F;05/03/2021;11;0,209;R
ES0031408111422004VY0F;05/03/2021;12;0,266;R
ES0031408111422004VY0F;05/03/2021;13;0,24;R
ES0031408111422004VY0F;05/03/2021;14;0,366;R
ES0031408111422004VY0F;05/03/2021;15;0,777;R
ES0031408111422004VY0F;05/03/2021;16;0,975;R
ES0031408111422004VY0F;05/03/2021;17;0,679;R
ES0031408111422004VY0F;05/03/2021;18;0,267;R
ES0031408111422004VY0F;05/03/2021;19;0,275;R
ES0031408111422004VY0F;05/03/2021;20;0,629;R
ES0031408111422004VY0F;05/03/2021;21;0,477;R
ES0031408111422004VY0F;05/03/2021;22;0,249;R
ES0031408111422004VY0F;05/03/2021;23;0,195;R
ES0031408111422004VY0F;06/03/2021;0;0,187;R
ES0031408111422004VY0F;06/03/2021;1;0,172;R
ES0031408111422004VY0F;06/03/2021;2;0,14;R
ES0031408111422004VY0F;06/03/2021;3;0,134;R
ES0031408111422004VY0F;06/03/2021;4;0,113;R
ES0031408111422004VY0F;06/03/2021;5;0,131;R
ES0031408111422004VY0F;06/03/2021;6;0,111;R
ES0031408111422004VY0F;06/03/2021;7;0,234;R
ES0031408111422004VY0F;06/03/2021;8;0,25;R
ES0031408111422004VY0F;06/03/2021;9;0,44;R
ES0031408111422004VY0F;06/03/2021;10;0,193;R
ES0031408111422004VY0F;06/03/2021;11;0,116;R
ES0031408111422004VY0F;06/03/2021;12;0,129;R
ES0031408111422004VY0F;06/03/2021;13;0,169;R
ES0031408111422004VY0F;06/03/2021;14;0,441;R
ES0031408111422004VY0F;06/03/2021;15;0,225;R
ES0031408111422004VY0F;06/03/2021;16;0,158;R
ES0031408111422004VY0F;06/03/2021;17;0,137;R
ES0031408111422004VY0F;06/03/2021;18;0,205;R
ES0031408111422004VY0F;06/03/2021;19;0,391;R
ES0031408111422004VY0F;06/03/2021;20;0,818;R
ES0031408111422004VY0F;06/03/2021;21;0,438;R
ES0031408111422004VY0F;06/03/2021;22;0,432;R
ES0031408111422004VY0F;06/03/2021;23;0,151;R
ES0031408111422004VY0F;07/03/2021;0;0,161;R
ES0031408111422004VY0F;07/03/2021;1;0,145;R
ES0031408111422004VY0F;07/03/2021;2;0,158;R
ES0031408111422004VY0F;07/03/2021;3;0,167;R
ES0031408111422004VY0F;07/03/2021;4;0,226;R
ES0031408111422004VY0F;07/03/2021;5;0,179;R
ES0031408111422004VY0F;07/03/2021;6;0,157;R
ES0031408111422004VY0F;07/03/2021;7;0,137;R
ES0031408111422004VY0F;07/03/2021;8;0,284;R
ES0031408111422004VY0F;07/03/2021;9;0,359;R
ES0031408111422004VY0F;07/03/2021;10;0,774;R
ES0031408111422004VY0F;07/03/2021;11;0,555;R
ES0031408111422004VY0F;07/03/2021;12;0,493;R
ES0031408111422004VY0F;07/03/2021;13;0,359;R
ES0031408111422004VY0F;07/03/2021;14;0,305;R
ES0031408111422004VY0F;07/03/2021;15;0,237;R
ES0031408111422004VY0F;07/03/2021;16;0,242;R
ES0031408111422004VY0F;07/03/2021;17;0,359;R
ES0031408111422004VY0F;07/03/2021;18;0,347;R
ES0031408111422004VY0F;07/03/2021;19;0,308;R
ES0031408111422004VY0F;07/03/2021;20;0,384;R
ES0031408111422004VY0F;07/03/2021;21;0,617;R
ES0031408111422004VY0F;07/03/2021;22;0,322;R
ES0031408111422004VY0F;07/03/2021;23;0,222;R
ES0031408111422004VY0F;08/03/2021;0;0,233;R
ES0031408111422004VY0F;08/03/2021;1;0,207;R
ES0031408111422004VY0F;08/03/2021;2;0,162;R
ES0031408111422004VY0F;08/03/2021;3;0,167;R
ES0031408111422004VY0F;08/03/2021;4;0,199;R
ES0031408111422004VY0F;08/03/2021;5;0,162;R
ES0031408111422004VY0F;08/03/2021;6;0,158;R
ES0031408111422004VY0F;08/03/2021;7;0,147;R
ES0031408111422004VY0F;08/03/2021;8;0,216;R
ES0031408111422004VY0F;08/03/2021;9;0,412;R
ES0031408111422004VY0F;08/03/2021;10;0,318;R
ES0031408111422004VY0F;08/03/2021;11;0,181;R
ES0031408111422004VY0F;08/03/2021;12;0,477;R
ES0031408111422004VY0F;08/03/2021;13;0,47;R
ES0031408111422004VY0F;08/03/2021;14;0,783;R
ES0031408111422004VY0F;08/03/2021;15;0,624;R
ES0031408111422004VY0F;08/03/2021;16;0,528;R
ES0031408111422004VY0F;08/03/2021;17;0,527;R
ES0031408111422004VY0F;08/03/2021;18;0,3;R
ES0031408111422004VY0F;08/03/2021;19;0,386;R
ES0031408111422004VY0F;08/03/2021;20;0,435;R
ES0031408111422004VY0F;08/03/2021;21;0,42;R
ES0031408111422004VY0F;08/03/2021;22;0,595;R
ES0031408111422004VY0F;08/03/2021;23;0,475;R
ES0031408111422004VY0F;09/03/2021;0;0,329;R
ES0031408111422004VY0F;09/03/2021;1;0,213;R
ES0031408111422004VY0F;09/03/2021;2;0,187;R
ES0031408111422004VY0F;09/03/2021;3;0,185;R
ES0031408111422004VY0F;09/03/2021;4;0,183;R
ES0031408111422004VY0F;09/03/2021;5;0,182;R
ES0031408111422004VY0F;09/03/2021;6;0,199;R
ES0031408111422004VY0F;09/03/2021;7;0,182;R
ES0031408111422004VY0F;09/03/2021;8;0,591;R
ES0031408111422004VY0F;09/03/2021;9;0,467;R
ES0031408111422004VY0F;09/03/2021;10;0,445;R
ES0031408111422004VY0F;09/03/2021;11;0,338;R
ES0031408111422004VY0F;09/03/2021;12;0,253;R
ES0031408111422004VY0F;09/03/2021;13;0,268;R
ES0031408111422004VY0F;09/03/2021;14;0,365;R
ES0031408111422004VY0F;09/03/2021;15;0,376;R
ES0031408111422004VY0F;09/03/2021;16;0,298;R
ES0031408111422004VY0F;09/03/2021;17;0,282;R
ES0031408111422004VY0F;09/03/2021;18;0,26;R
ES0031408111422004VY0F;09/03/2021;19;0,228;R
ES0031408111422004VY0F;09/03/2021;20;0,379;R
ES0031408111422004VY0F;09/03/2021;21;0,404;R
ES0031408111422004VY0F;09/03/2021;22;0,612;R
ES0031408111422004VY0F;09/03/2021;23;0,336;R
ES0031408111422004VY0F;10/03/2021;0;0,663;R
ES0031408111422004VY0F;10/03/2021;1;0,214;R
ES0031408111422004VY0F;10/03/2021;2;0,188;R
ES0031408111422004VY0F;10/03/2021;3;0,195;R
ES0031408111422004VY0F;10/03/2021;4;0,152;R
ES0031408111422004VY0F;10/03/2021;5;0,15;R
ES0031408111422004VY0F;10/03/2021;6;0,151;R
ES0031408111422004VY0F;10/03/2021;7;0,144;R
ES0031408111422004VY0F;10/03/2021;8;0,389;R
ES0031408111422004VY0F;10/03/2021;9;0,444;R
ES0031408111422004VY0F;10/03/2021;10;0,27;R
ES0031408111422004VY0F;10/03/2021;11;0,345;R
ES0031408111422004VY0F;10/03/2021;12;0,222;R
ES0031408111422004VY0F;10/03/2021;13;0,268;R
ES0031408111422004VY0F;10/03/2021;14;0,375;R
ES0031408111422004VY0F;10/03/2021;15;0,818;R
ES0031408111422004VY0F;10/03/2021;16;0,995;R
ES0031408111422004VY0F;10/03/2021;17;0,546;R
ES0031408111422004VY0F;10/03/2021;18;0,369;R
ES0031408111422004VY0F;10/03/2021;19;0,43;R
ES0031408111422004VY0F;10/03/2021;20;0,444;R
ES0031408111422004VY0F;10/03/2021;21;0,641;R
ES0031408111422004VY0F;10/03/2021;22;0,328;R
ES0031408111422004VY0F;10/03/2021;23;0,232;R
ES0031408111422004VY0F;11/03/2021;0;0,163;R
ES0031408111422004VY0F;11/03/2021;1;0,174;R
ES0031408111422004VY0F;11/03/2021;2;0,202;R
ES0031408111422004VY0F;11/03/2021;3;0,199;R
ES0031408111422004VY0F;11/03/2021;4;0,173;R
ES0031408111422004VY0F;11/03/2021;5;0,177;R
ES0031408111422004VY0F;11/03/2021;6;0,149;R
ES0031408111422004VY0F;11/03/2021;7;0,231;R
ES0031408111422004VY0F;11/03/2021;8;0,279;R
ES0031408111422004VY0F;11/03/2021;9;0,314;R
ES0031408111422004VY0F;11/03/2021;10;0,219;R
ES0031408111422004VY0F;11/03/2021;11;0,326;R
ES0031408111422004VY0F;11/03/2021;12;0,286;R
ES0031408111422004VY0F;11/03/2021;13;0,324;R
ES0031408111422004VY0F;11/03/2021;14;0,418;R
ES0031408111422004VY0F;11/03/2021;15;0,352;R
ES0031408111422004VY0F;11/03/2021;16;0,335;R
ES0031408111422004VY0F;11/03/2021;17;0,272;R
ES0031408111422004VY0F;11/03/2021;18;0,259;R
ES0031408111422004VY0F;11/03/2021;19;0,22;R
ES0031408111422004VY0F;11/03/2021;20;0,218;R
ES0031408111422004VY0F;11/03/2021;21;0,302;R
ES0031408111422004VY0F;11/03/2021;22;0,423;R
ES0031408111422004VY0F;11/03/2021;23;0,256;R
ES0031408111422004VY0F;12/03/2021;0;0,212;R
ES0031408111422004VY0F;12/03/2021;1;0,184;R
ES0031408111422004VY0F;12/03/2021;2;0,172;R
ES0031408111422004VY0F;12/03/2021;3;0,17;R
ES0031408111422004VY0F;12/03/2021;4;0,162;R
ES0031408111422004VY0F;12/03/2021;5;0,147;R
ES0031408111422004VY0F;12/03/2021;6;0,169;R
ES0031408111422004VY0F;12/03/2021;7;0,167;R
ES0031408111422004VY0F;12/03/2021;8;0,402;R
ES0031408111422004VY0F;12/03/2021;9;0,46;R
ES0031408111422004VY0F;12/03/2021;10;0,626;R
ES0031408111422004VY0F;12/03/2021;11;0,693;R
ES0031408111422004VY0F;12/03/2021;12;0,267;R
ES0031408111422004VY0F;12/03/2021;13;0,248;R
ES0031408111422004VY0F;12/03/2021;14;0,343;R
ES0031408111422004VY0F;12/03/2021;15;0,566;R
ES0031408111422004VY0F;12/03/2021;16;0,624;R
ES0031408111422004VY0F;12/03/2021;17;0,429;R
ES0031408111422004VY0F;12/03/2021;18;0,392;R
ES0031408111422004VY0F;12/03/2021;19;0,325;R
ES0031408111422004VY0F;12/03/2021;20;1,041;R
ES0031408111422004VY0F;12/03/2021;21;0,711;R
ES0031408111422004VY0F;12/03/2021;22;0,362;R
ES0031408111422004VY0F;12/03/2021;23;0,223;R
ES0031408111422004VY0F;13/03/2021;0;0,168;R
ES0031408111422004VY0F;13/03/2021;1;0,204;R
ES0031408111422004VY0F;13/03/2021;2;0,188;R
ES0031408111422004VY0F;13/03/2021;3;0,197;R
ES0031408111422004VY0F;13/03/2021;4;0,161;R
ES0031408111422004VY0F;13/03/2021;5;0,146;R
ES0031408111422004VY0F;13/03/2021;6;0,144;R
ES0031408111422004VY0F;13/03/2021;7;0,147;R
ES0031408111422004VY0F;13/03/2021;8;0,181;R
ES0031408111422004VY0F;13/03/2021;9;0,289;R
ES0031408111422004VY0F;13/03/2021;10;0,281;R
ES0031408111422004VY0F;13/03/2021;11;0,191;R
ES0031408111422004VY0F;13/03/2021;12;0,241;R
ES0031408111422004VY0F;13/03/2021;13;0,303;R
ES0031408111422004VY0F;13/03/2021;14;0,209;R
ES0031408111422004VY0F;13/03/2021;15;0,151;R
ES0031408111422004VY0F;13/03/2021;16;0,503;R
ES0031408111422004VY0F;13/03/2021;17;0,219;R
ES0031408111422004VY0F;13/03/2021;18;0,146;R
ES0031408111422004VY0F;13/03/2021;19;0,172;R
ES0031408111422004VY0F;13/03/2021;20;0,187;R
ES0031408111422004VY0F;13/03/2021;21;0,444;R
ES0031408111422004VY0F;13/03/2021;22;0,332;R
ES0031408111422004VY0F;13/03/2021;23;0,242;R
ES0031408111422004VY0F;14/03/2021;0;0,233;R
ES0031408111422004VY0F;14/03/2021;1;0,173;R
ES0031408111422004VY0F;14/03/2021;2;0,151;R
ES0031408111422004VY0F;14/03/2021;3;0,149;R
ES0031408111422004VY0F;14/03/2021;4;0,197;R
ES0031408111422004VY0F;14/03/2021;5;0,178;R
ES0031408111422004VY0F;14/03/2021;6;0,179;R
ES0031408111422004VY0F;14/03/2021;7;0,15;R
ES0031408111422004VY0F;14/03/2021;8;0,269;R
ES0031408111422004VY0F;14/03/2021;9;0,653;R
ES0031408111422004VY0F;14/03/2021;10;0,76;R
ES0031408111422004VY0F;14/03/2021;11;0,361;R
ES0031408111422004VY0F;14/03/2021;12;0,157;R
ES0031408111422004VY0F;14/03/2021;13;0,145;R
ES0031408111422004VY0F;14/03/2021;14;0,196;R
ES0031408111422004VY0F;14/03/2021;15;0,272;R
ES0031408111422004VY0F;14/03/2021;16;0,177;R
ES0031408111422004VY0F;14/03/2021;17;0,168;R
ES0031408111422004VY0F;14/03/2021;18;0,371;R
ES0031408111422004VY0F;14/03/2021;19;0,443;R
ES0031408111422004VY0F;14/03/2021;20;0,589;R
ES0031408111422004VY0F;14/03/2021;21;0,46;R
ES0031408111422004VY0F;14/03/2021;22;0,6;R
ES0031408111422004VY0F;14/03/2021;23;0,29;R
ES0031408111422004VY0F;15/03/2021;0;0,607;R
ES0031408111422004VY0F;15/03/2021;1;0,196;R
ES0031408111422004VY0F;15/03/2021;2;0,178;R
ES0031408111422004VY0F;15/03/2021;3;0,149;R
ES0031408111422004VY0F;15/03/2021;4;0,146;R
ES0031408111422004VY0F;15/03/2021;5;0,146;R
ES0031408111422004VY0F;15/03/2021;6;0,145;R
ES0031408111422004VY0F;15/03/2021;7;0,143;R
ES0031408111422004VY0F;15/03/2021;8;0,283;R
ES0031408111422004VY0F;15/03/2021;9;0,337;R
ES0031408111422004VY0F;15/03/2021;10;0,23;R
ES0031408111422004VY0F;15/03/2021;11;0,383;R
ES0031408111422004VY0F;15/03/2021;12;0,295;R
ES0031408111422004VY0F;15/03/2021;13;0,257;R
ES0031408111422004VY0F;15/03/2021;14;0,423;R
ES0031408111422004VY0F;15/03/2021;15;0,583;R
ES0031408111422004VY0F;15/03/2021;16;0,555;R
ES0031408111422004VY0F;15/03/2021;17;0,489;R
ES0031408111422004VY0F;15/03/2021;18;0,206;R
ES0031408111422004VY0F;15/03/2021;19;0,203;R
ES0031408111422004VY0F;15/03/2021;20;0,455;R
ES0031408111422004VY0F;15/03/2021;21;0,456;R
ES0031408111422004VY0F;15/03/2021;22;0,353;R
ES0031408111422004VY0F;15/03/2021;23;0,264;R
ES0031408111422004VY0F;16/03/2021;0;0,173;R
ES0031408111422004VY0F;16/03/2021;1;0,176;R
ES0031408111422004VY0F;16/03/2021;2;0,156;R
ES0031408111422004VY0F;16/03/2021;3;0,191;R
ES0031408111422004VY0F;16/03/2021;4;0,18;R
ES0031408111422004VY0F;16/03/2021;5;0,174;R
ES0031408111422004VY0F;16/03/2021;6;0,147;R
ES0031408111422004VY0F;16/03/2021;7;0,14;R
ES0031408111422004VY0F;16/03/2021;8;0,291;R
ES0031408111422004VY0F;16/03/2021;9;0,301;R
ES0031408111422004VY0F;16/03/2021;10;0,232;R
ES0031408111422004VY0F;16/03/2021;11;0,288;R
ES0031408111422004VY0F;16/03/2021;12;0,234;R
ES0031408111422004VY0F;16/03/2021;13;0,28;R
ES0031408111422004VY0F;16/03/2021;14;0,365;R
ES0031408111422004VY0F;16/03/2021;15;0,364;R
ES0031408111422004VY0F;16/03/2021;16;0,267;R
ES0031408111422004VY0F;16/03/2021;17;0,265;R
ES0031408111422004VY0F;16/03/2021;18;0,233;R
ES0031408111422004VY0F;16/03/2021;19;0,466;R
ES0031408111422004VY0F;16/03/2021;20;0,637;R
ES0031408111422004VY0F;16/03/2021;21;0,391;R
ES0031408111422004VY0F;16/03/2021;22;0,685;R
ES0031408111422004VY0F;16/03/2021;23;0,64;R
ES0031408111422004VY0F;17/03/2021;0;0,384;R
ES0031408111422004VY0F;17/03/2021;1;0,203;R
ES0031408111422004VY0F;17/03/2021;2;0,18;R
ES0031408111422004VY0F;17/03/2021;3;0,152;R
ES0031408111422004VY0F;17/03/2021;4;0,181;R
ES0031408111422004VY0F;17/03/2021;5;0,171;R
ES0031408111422004VY0F;17/03/2021;6;0,191;R
ES0031408111422004VY0F;17/03/2021;7;0,183;R
ES0031408111422004VY0F;17/03/2021;8;0,377;R
ES0031408111422004VY0F;17/03/2021;9;0,36;R
ES0031408111422004VY0F;17/03/2021;10;0,191;R
ES0031408111422004VY0F;17/03/2021;11;0,226;R
ES0031408111422004VY0F;17/03/2021;12;1,016;R
ES0031408111422004VY0F;17/03/2021;13;0,77;R
ES0031408111422004VY0F;17/03/2021;14;0,412;R
ES0031408111422004VY0F;17/03/2021;15;0,572;R
ES0031408111422004VY0F;17/03/2021;16;0,426;R
ES0031408111422004VY0F;17/03/2021;17;0,472;R
ES0031408111422004VY0F;17/03/2021;18;0,395;R
ES0031408111422004VY0F;17/03/2021;19;0,314;R
ES0031408111422004VY0F;17/03/2021;20;0,439;R
ES0031408111422004VY0F;17/03/2021;21;0,373;R
ES0031408111422004VY0F;17/03/2021;22;0,236;R
ES0031408111422004VY0F;17/03/2021;23;0,199;R
ES0031408111422004VY0F;18/03/2021;0;0,213;R
ES0031408111422004VY0F;18/03/2021;1;0,181;R
ES0031408111422004VY0F;18/03/2021;2;0,177;R
ES0031408111422004VY0F;18/03/2021;3;0,147;R
ES0031408111422004VY0F;18/03/2021;4;0,134;R
ES0031408111422004VY0F;18/03/2021;5;0,138;R
ES0031408111422004VY0F;18/03/2021;6;0,149;R
ES0031408111422004VY0F;18/03/2021;7;0,148;R
ES0031408111422004VY0F;18/03/2021;8;0,314;R
ES0031408111422004VY0F;18/03/2021;9;0,414;R
ES0031408111422004VY0F;18/03/2021;10;0,56;R
ES0031408111422004VY0F;18/03/2021;11;0,366;R
ES0031408111422004VY0F;18/03/2021;12;0,477;R
ES0031408111422004VY0F;18/03/2021;13;0,289;R
ES0031408111422004VY0F;18/03/2021;14;0,135;R
ES0031408111422004VY0F;18/03/2021;15;0,182;R
ES0031408111422004VY0F;18/03/2021;16;0,268;R
ES0031408111422004VY0F;18/03/2021;17;0,271;R
ES0031408111422004VY0F;18/03/2021;18;0,222;R
ES0031408111422004VY0F;18/03/2021;19;0,181;R
ES0031408111422004VY0F;18/03/2021;20;0,174;R
ES0031408111422004VY0F;18/03/2021;21;0,255;R
ES0031408111422004VY0F;18/03/2021;22;0,239;R
ES0031408111422004VY0F;18/03/2021;23;0,326;R
ES0031408111422004VY0F;19/03/2021;0;0,221;R
ES0031408111422004VY0F;19/03/2021;1;0,162;R
ES0031408111422004VY0F;19/03/2021;2;0,135;R
ES0031408111422004VY0F;19/03/2021;3;0,189;R
ES0031408111422004VY0F;19/03/2021;4;0,183;R
ES0031408111422004VY0F;19/03/2021;5;0,176;R
ES0031408111422004VY0F;19/03/2021;6;0,15;R
ES0031408111422004VY0F;19/03/2021;7;0,132;R
ES0031408111422004VY0F;19/03/2021;8;0,341;R
ES0031408111422004VY0F;19/03/2021;9;0,408;R
ES0031408111422004VY0F;19/03/2021;10;0,182;R
ES0031408111422004VY0F;19/03/2021;11;0,25;R
ES0031408111422004VY0F;19/03/2021;12;0,248;R
ES0031408111422004VY0F;19/03/2021;13;0,304;R
ES0031408111422004VY0F;19/03/2021;14;0,329;R
ES0031408111422004VY0F;19/03/2021;15;0,727;R
ES0031408111422004VY0F;19/03/2021;16;1,184;R
